Provincia,Dia,Confirmados,Muertes,Recuperados,Total Confirmados,Total Muertes,Total Recuperados
La Rioja,2/6/20,0,0,0,0,0,0
La Rioja,2/7/20,0,0,0,0,0,0
La Rioja,2/8/20,0,0,0,0,0,0
La Rioja,2/9/20,0,0,0,0,0,0
La Rioja,2/10/20,0,0,0,0,0,0
La Rioja,2/11/20,0,0,0,0,0,0
La Rioja,2/12/20,0,0,0,0,0,0
La Rioja,2/13/20,0,0,0,0,0,0
La Rioja,2/14/20,0,0,0,0,0,0
La Rioja,2/15/20,0,0,0,0,0,0
La Rioja,2/16/20,0,0,0,0,0,0
La Rioja,2/17/20,0,0,0,0,0,0
La Rioja,2/18/20,0,0,0,0,0,0
La Rioja,2/19/20,0,0,0,0,0,0
La Rioja,2/20/20,0,0,0,0,0,0
La Rioja,2/21/20,0,0,0,0,0,0
La Rioja,2/22/20,0,0,0,0,0,0
La Rioja,2/23/20,0,0,0,0,0,0
La Rioja,2/24/20,0,0,0,0,0,0
La Rioja,2/25/20,0,0,0,0,0,0
La Rioja,2/26/20,0,0,0,0,0,0
La Rioja,2/27/20,0,0,0,0,0,0
La Rioja,2/28/20,0,0,0,0,0,0
La Rioja,2/29/20,0,0,0,0,0,0
La Rioja,3/1/20,0,0,0,0,0,0
La Rioja,3/2/20,0,0,0,0,0,0
La Rioja,3/3/20,0,0,0,0,0,0
La Rioja,3/4/20,0,0,0,0,0,0
La Rioja,3/5/20,0,0,0,0,0,0
La Rioja,3/6/20,0,0,0,0,0,0
La Rioja,3/7/20,0,0,0,0,0,0
La Rioja,3/8/20,0,0,0,0,0,0
La Rioja,3/9/20,0,0,0,0,0,0
La Rioja,3/10/20,0,0,0,0,0,0
La Rioja,3/11/20,0,0,0,0,0,0
La Rioja,3/12/20,0,0,0,0,0,0
La Rioja,3/13/20,0,0,0,0,0,0
La Rioja,3/14/20,0,0,0,0,0,0
La Rioja,3/15/20,0,0,0,0,0,0
La Rioja,3/16/20,0,0,0,0,0,0
La Rioja,3/17/20,0,0,0,0,0,0
La Rioja,3/18/20,0,0,0,0,0,0
La Rioja,3/19/20,0,0,0,0,0,0
La Rioja,3/20/20,0,0,0,0,0,0
La Rioja,3/21/20,0,0,0,0,0,0
La Rioja,3/22/20,0,0,0,0,0,0
La Rioja,3/23/20,0,0,0,0,0,0
La Rioja,3/24/20,0,0,0,0,0,0
La Rioja,3/25/20,0,0,0,0,0,0
La Rioja,3/26/20,0,0,0,0,0,0
La Rioja,3/27/20,0,0,0,0,0,0
La Rioja,3/28/20,0,0,0,0,0,0
La Rioja,3/29/20,1,0,0,1,0,0
La Rioja,3/30/20,0,0,0,1,0,0
La Rioja,3/31/20,0,1,0,1,1,0
La Rioja,4/1/20,0,0,0,1,1,0
La Rioja,4/2/20,3,0,0,4,1,0
La Rioja,4/3/20,0,0,0,4,1,0
La Rioja,4/4/20,2,0,0,6,1,0
La Rioja,4/5/20,2,0,0,8,1,0
La Rioja,4/6/20,1,0,0,9,1,0
La Rioja,4/7/20,0,0,0,9,1,0
La Rioja,4/8/20,0,0,0,9,1,0
La Rioja,4/9/20,5,0,0,14,1,0
La Rioja,4/10/20,0,0,0,14,1,0
La Rioja,4/11/20,4,0,0,18,1,0
La Rioja,4/12/20,1,0,0,19,1,0
La Rioja,4/13/20,3,1,0,22,2,0
La Rioja,4/14/20,6,0,0,28,2,0
La Rioja,4/15/20,3,1,0,31,3,0
La Rioja,4/16/20,0,0,0,31,3,0
La Rioja,4/17/20,3,1,0,34,4,0
La Rioja,4/18/20,1,0,0,35,4,0
La Rioja,4/19/20,4,0,0,39,4,0
La Rioja,4/20/20,0,0,0,39,4,0
Mendoza,1/22/20,0,0,0,0,0,0
Mendoza,1/23/20,0,0,0,0,0,0
Mendoza,1/24/20,0,0,0,0,0,0
Mendoza,1/25/20,0,0,0,0,0,0
Mendoza,1/26/20,0,0,0,0,0,0
Mendoza,1/27/20,0,0,0,0,0,0
Mendoza,1/28/20,0,0,0,0,0,0
Mendoza,1/29/20,0,0,0,0,0,0
Mendoza,1/30/20,0,0,0,0,0,0
Mendoza,1/31/20,0,0,0,0,0,0
Mendoza,2/1/20,0,0,0,0,0,0
Mendoza,2/2/20,0,0,0,0,0,0
Mendoza,2/3/20,0,0,0,0,0,0
Mendoza,2/4/20,0,0,0,0,0,0
Mendoza,2/5/20,0,0,0,0,0,0
Mendoza,2/6/20,0,0,0,0,0,0
Mendoza,2/7/20,0,0,0,0,0,0
Mendoza,2/8/20,0,0,0,0,0,0
Mendoza,2/9/20,0,0,0,0,0,0
Mendoza,2/10/20,0,0,0,0,0,0
Mendoza,2/11/20,0,0,0,0,0,0
Mendoza,2/12/20,0,0,0,0,0,0
Mendoza,2/13/20,0,0,0,0,0,0
Mendoza,2/14/20,0,0,0,0,0,0
Mendoza,2/15/20,0,0,0,0,0,0
Mendoza,2/16/20,0,0,0,0,0,0
Mendoza,2/17/20,0,0,0,0,0,0
Mendoza,2/18/20,0,0,0,0,0,0
Mendoza,2/19/20,0,0,0,0,0,0
Mendoza,2/20/20,0,0,0,0,0,0
Mendoza,2/21/20,0,0,0,0,0,0
Mendoza,2/22/20,0,0,0,0,0,0
Mendoza,2/23/20,0,0,0,0,0,0
Mendoza,2/24/20,0,0,0,0,0,0
Mendoza,2/25/20,0,0,0,0,0,0
Mendoza,2/26/20,0,0,0,0,0,0
Mendoza,2/27/20,0,0,0,0,0,0
Mendoza,2/28/20,0,0,0,0,0,0
Mendoza,2/29/20,0,0,0,0,0,0
Mendoza,3/1/20,0,0,0,0,0,0
Mendoza,3/2/20,0,0,0,0,0,0
Mendoza,3/3/20,0,0,0,0,0,0
Mendoza,3/4/20,0,0,0,0,0,0
Mendoza,3/5/20,0,0,0,0,0,0
Mendoza,3/6/20,0,0,0,0,0,0
Mendoza,3/7/20,0,0,0,0,0,0
Mendoza,3/8/20,0,0,0,0,0,0
Mendoza,3/9/20,0,0,0,0,0,0
Mendoza,3/10/20,0,0,0,0,0,0
Mendoza,3/11/20,0,0,0,0,0,0
Mendoza,3/12/20,0,0,0,0,0,0
Mendoza,3/13/20,0,0,0,0,0,0
Mendoza,3/14/20,0,0,0,0,0,0
Mendoza,3/15/20,0,0,0,0,0,0
Mendoza,3/16/20,0,0,0,0,0,0
Mendoza,3/17/20,0,0,0,0,0,0
Mendoza,3/18/20,0,0,0,0,0,0
Mendoza,3/19/20,0,0,0,0,0,0
Mendoza,3/20/20,0,0,0,0,0,0
Mendoza,3/21/20,5,0,0,5,0,0
Mendoza,3/22/20,0,0,0,5,0,0
Mendoza,3/23/20,0,0,0,5,0,0
Mendoza,3/24/20,0,0,0,5,0,0
Mendoza,3/25/20,1,0,0,6,0,0
Mendoza,3/26/20,1,0,0,7,0,0
Mendoza,3/27/20,1,1,0,8,1,0
Mendoza,3/28/20,1,0,0,9,1,0
Mendoza,3/29/20,1,0,0,10,1,0
Mendoza,3/30/20,3,0,0,13,1,0
Mendoza,3/31/20,2,0,0,15,1,0
Mendoza,4/1/20,10,0,0,25,1,0
Mendoza,4/2/20,0,1,1,25,2,1
Mendoza,4/3/20,2,1,0,27,3,1
Mendoza,4/4/20,0,0,0,27,3,1
Mendoza,4/5/20,2,0,1,29,3,2
Mendoza,4/6/20,1,0,1,30,3,3
Mendoza,4/7/20,2,1,0,32,4,3
Mendoza,4/8/20,2,0,0,34,4,3
Mendoza,4/9/20,2,0,0,36,4,3
Mendoza,4/10/20,9,0,0,45,4,3
Mendoza,4/11/20,5,0,0,50,4,3
Mendoza,4/12/20,3,0,0,53,4,3
Mendoza,4/13/20,2,0,0,55,4,3
Mendoza,4/14/20,3,0,3,58,4,6
Mendoza,4/15/20,1,0,0,59,4,6
Mendoza,4/16/20,0,1,0,59,5,6
Mendoza,4/17/20,5,2,0,64,7,6
Mendoza,4/18/20,1,0,0,65,7,6
Mendoza,4/19/20,3,0,0,68,7,6
Mendoza,4/20/20,1,1,0,69,8,6
Misiones,1/22/20,0,0,0,0,0,0
Misiones,1/23/20,0,0,0,0,0,0
Misiones,1/24/20,0,0,0,0,0,0
Misiones,1/25/20,0,0,0,0,0,0
Misiones,1/26/20,0,0,0,0,0,0
Misiones,1/27/20,0,0,0,0,0,0
Misiones,1/28/20,0,0,0,0,0,0
Misiones,1/29/20,0,0,0,0,0,0
Misiones,1/30/20,0,0,0,0,0,0
Misiones,1/31/20,0,0,0,0,0,0
Misiones,2/1/20,0,0,0,0,0,0
Misiones,2/2/20,0,0,0,0,0,0
Misiones,2/3/20,0,0,0,0,0,0
Misiones,2/4/20,0,0,0,0,0,0
Misiones,2/5/20,0,0,0,0,0,0
Misiones,2/6/20,0,0,0,0,0,0
Misiones,2/7/20,0,0,0,0,0,0
Misiones,2/8/20,0,0,0,0,0,0
Misiones,2/9/20,0,0,0,0,0,0
Misiones,2/10/20,0,0,0,0,0,0
Misiones,2/11/20,0,0,0,0,0,0
Misiones,2/12/20,0,0,0,0,0,0
Misiones,2/13/20,0,0,0,0,0,0
Misiones,2/14/20,0,0,0,0,0,0
Misiones,2/15/20,0,0,0,0,0,0
Misiones,2/16/20,0,0,0,0,0,0
Misiones,2/17/20,0,0,0,0,0,0
Misiones,2/18/20,0,0,0,0,0,0
Misiones,2/19/20,0,0,0,0,0,0
Misiones,2/20/20,0,0,0,0,0,0
Misiones,2/21/20,0,0,0,0,0,0
Misiones,2/22/20,0,0,0,0,0,0
Misiones,2/23/20,0,0,0,0,0,0
Misiones,2/24/20,0,0,0,0,0,0
Misiones,2/25/20,0,0,0,0,0,0
Misiones,2/26/20,0,0,0,0,0,0
Misiones,2/27/20,0,0,0,0,0,0
Misiones,2/28/20,0,0,0,0,0,0
Misiones,2/29/20,0,0,0,0,0,0
Misiones,3/1/20,0,0,0,0,0,0
Misiones,3/2/20,0,0,0,0,0,0
Misiones,3/3/20,0,0,0,0,0,0
Misiones,3/4/20,0,0,0,0,0,0
Misiones,3/5/20,0,0,0,0,0,0
Misiones,3/6/20,0,0,0,0,0,0
Misiones,3/7/20,0,0,0,0,0,0
Misiones,3/8/20,0,0,0,0,0,0
Misiones,3/9/20,0,0,0,0,0,0
Misiones,3/10/20,0,0,0,0,0,0
Misiones,3/11/20,0,0,0,0,0,0
Misiones,3/12/20,0,0,0,0,0,0
Misiones,3/13/20,0,0,0,0,0,0
Misiones,3/14/20,0,0,0,0,0,0
Misiones,3/15/20,0,0,0,0,0,0
Misiones,3/16/20,0,0,0,0,0,0
Misiones,3/17/20,0,0,0,0,0,0
Misiones,3/18/20,0,0,0,0,0,0
Misiones,3/19/20,0,0,0,0,0,0
Misiones,3/20/20,0,0,0,0,0,0
Misiones,3/21/20,0,0,0,0,0,0
Misiones,3/22/20,1,0,0,1,0,0
Misiones,3/23/20,0,0,0,1,0,0
Misiones,3/24/20,0,0,0,1,0,0
Misiones,3/25/20,0,0,0,1,0,0
Misiones,3/26/20,0,0,0,1,0,0
Misiones,3/27/20,1,0,0,2,0,0
Misiones,3/28/20,0,0,0,2,0,0
Misiones,3/29/20,1,0,0,3,0,0
Misiones,3/30/20,0,0,0,3,0,0
Misiones,3/31/20,1,0,0,4,0,0
Misiones,4/1/20,0,0,0,4,0,0
Misiones,4/2/20,0,0,0,4,0,0
Misiones,4/3/20,0,0,0,4,0,0
Misiones,4/4/20,0,0,0,4,0,0
Misiones,4/5/20,0,0,0,4,0,0
Misiones,4/6/20,0,0,0,4,0,0
Misiones,4/7/20,0,0,0,4,0,0
Misiones,4/8/20,0,0,0,4,0,0
Misiones,4/9/20,0,0,0,4,0,0
Misiones,4/10/20,0,0,0,4,0,0
Misiones,4/11/20,0,0,0,4,0,0
Misiones,4/12/20,0,0,0,4,0,0
Misiones,4/13/20,0,0,0,4,0,0
Misiones,4/14/20,0,0,0,4,0,0
Misiones,4/15/20,0,0,0,4,0,0
Misiones,4/16/20,0,0,0,4,0,0
Misiones,4/17/20,1,0,1,5,0,1
Misiones,4/18/20,1,0,0,6,0,1
Misiones,4/19/20,0,0,0,6,0,1
Misiones,4/20/20,0,0,0,6,0,1
Neuquén,1/22/20,0,0,0,0,0,0
Neuquén,1/23/20,0,0,0,0,0,0
Neuquén,1/24/20,0,0,0,0,0,0
Neuquén,1/25/20,0,0,0,0,0,0
Neuquén,1/26/20,0,0,0,0,0,0
Neuquén,1/27/20,0,0,0,0,0,0
Neuquén,1/28/20,0,0,0,0,0,0
Neuquén,1/29/20,0,0,0,0,0,0
Neuquén,1/30/20,0,0,0,0,0,0
Neuquén,1/31/20,0,0,0,0,0,0
Neuquén,2/1/20,0,0,0,0,0,0
Neuquén,2/2/20,0,0,0,0,0,0
Neuquén,2/3/20,0,0,0,0,0,0
Neuquén,2/4/20,0,0,0,0,0,0
Neuquén,2/5/20,0,0,0,0,0,0
Neuquén,2/6/20,0,0,0,0,0,0
Neuquén,2/7/20,0,0,0,0,0,0
Neuquén,2/8/20,0,0,0,0,0,0
Neuquén,2/9/20,0,0,0,0,0,0
Neuquén,2/10/20,0,0,0,0,0,0
Neuquén,2/11/20,0,0,0,0,0,0
Neuquén,2/12/20,0,0,0,0,0,0
Neuquén,2/13/20,0,0,0,0,0,0
Neuquén,2/14/20,0,0,0,0,0,0
Neuquén,2/15/20,0,0,0,0,0,0
Neuquén,2/16/20,0,0,0,0,0,0
Neuquén,2/17/20,0,0,0,0,0,0
Neuquén,2/18/20,0,0,0,0,0,0
Neuquén,2/19/20,0,0,0,0,0,0
Neuquén,2/20/20,0,0,0,0,0,0
Neuquén,2/21/20,0,0,0,0,0,0
Neuquén,2/22/20,0,0,0,0,0,0
Neuquén,2/23/20,0,0,0,0,0,0
Neuquén,2/24/20,0,0,0,0,0,0
Neuquén,2/25/20,0,0,0,0,0,0
Neuquén,2/26/20,0,0,0,0,0,0
Neuquén,2/27/20,0,0,0,0,0,0
Neuquén,2/28/20,0,0,0,0,0,0
Neuquén,2/29/20,0,0,0,0,0,0
Neuquén,3/1/20,0,0,0,0,0,0
Neuquén,3/2/20,0,0,0,0,0,0
Neuquén,3/3/20,0,0,0,0,0,0
Neuquén,3/4/20,0,0,0,0,0,0
Neuquén,3/5/20,0,0,0,0,0,0
Neuquén,3/6/20,0,0,0,0,0,0
Neuquén,3/7/20,0,0,0,0,0,0
Neuquén,3/8/20,0,0,0,0,0,0
Neuquén,3/9/20,0,0,0,0,0,0
Neuquén,3/10/20,0,0,0,0,0,0
Neuquén,3/11/20,0,0,0,0,0,0
Neuquén,3/12/20,0,0,0,0,0,0
Neuquén,3/13/20,0,0,0,0,0,0
Neuquén,3/14/20,0,0,0,0,0,0
Neuquén,3/15/20,0,0,0,0,0,0
Neuquén,3/16/20,0,0,0,0,0,0
Neuquén,3/17/20,0,0,0,0,0,0
Neuquén,3/18/20,0,0,0,0,0,0
Neuquén,3/19/20,0,0,0,0,0,0
Neuquén,3/20/20,2,0,0,2,0,0
Neuquén,3/21/20,0,0,0,2,0,0
Neuquén,3/22/20,0,0,0,2,0,0
Neuquén,3/23/20,0,0,0,2,0,0
Neuquén,3/24/20,1,0,0,3,0,0
Neuquén,3/25/20,1,0,0,4,0,0
Neuquén,3/26/20,3,0,0,7,0,0
Neuquén,3/27/20,4,0,0,11,0,0
Neuquén,3/28/20,2,0,0,13,0,0
Neuquén,3/29/20,0,0,0,13,0,0
Neuquén,3/30/20,8,1,0,21,1,0
Neuquén,3/31/20,0,0,0,21,1,0
Neuquén,4/1/20,4,1,0,25,2,0
Neuquén,4/2/20,4,0,0,29,2,0
Neuquén,4/3/20,1,0,0,30,2,0
Neuquén,4/4/20,4,0,0,34,2,0
Neuquén,4/5/20,11,0,0,45,2,0
Neuquén,4/6/20,6,1,0,51,3,0
Neuquén,4/7/20,3,0,0,54,3,0
Neuquén,4/8/20,3,1,0,57,4,0
Neuquén,4/9/20,7,0,1,64,4,1
Neuquén,4/10/20,7,0,0,71,4,1
Neuquén,4/11/20,1,0,0,72,4,1
Neuquén,4/12/20,1,0,1,73,4,2
Neuquén,4/13/20,2,0,0,75,4,2
Neuquén,4/14/20,2,0,2,77,4,4
Neuquén,4/15/20,22,0,2,99,4,6
Neuquén,4/16/20,1,0,1,100,4,7
Neuquén,4/17/20,31,0,0,131,4,7
Neuquén,4/18/20,3,0,0,134,4,7
Neuquén,4/19/20,3,0,0,137,4,7
Neuquén,4/20/20,6,0,4,143,4,11
Provincia de Buenos Aires,1/22/20,0,0,0,0,0,0
Provincia de Buenos Aires,1/23/20,0,0,0,0,0,0
Provincia de Buenos Aires,1/24/20,0,0,0,0,0,0
Provincia de Buenos Aires,1/25/20,0,0,0,0,0,0
Provincia de Buenos Aires,1/26/20,0,0,0,0,0,0
Provincia de Buenos Aires,1/27/20,0,0,0,0,0,0
Provincia de Buenos Aires,1/28/20,0,0,0,0,0,0
Provincia de Buenos Aires,1/29/20,0,0,0,0,0,0
Provincia de Buenos Aires,1/30/20,0,0,0,0,0,0
Provincia de Buenos Aires,1/31/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/1/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/2/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/3/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/4/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/5/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/6/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/7/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/8/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/9/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/10/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/11/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/12/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/13/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/14/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/15/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/16/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/17/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/18/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/19/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/20/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/21/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/22/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/23/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/24/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/25/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/26/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/27/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/28/20,0,0,0,0,0,0
Provincia de Buenos Aires,2/29/20,0,0,0,0,0,0
Provincia de Buenos Aires,3/1/20,0,0,0,0,0,0
Provincia de Buenos Aires,3/2/20,0,0,0,0,0,0
Provincia de Buenos Aires,3/3/20,0,0,0,0,0,0
Provincia de Buenos Aires,3/4/20,0,0,0,0,0,0
Provincia de Buenos Aires,3/5/20,0,0,0,0,0,0
Provincia de Buenos Aires,3/6/20,1,0,0,1,0,0
Provincia de Buenos Aires,3/7/20,0,0,0,1,0,0
Provincia de Buenos Aires,3/8/20,1,0,0,2,0,0
Provincia de Buenos Aires,3/9/20,0,0,0,2,0,0
Provincia de Buenos Aires,3/10/20,1,0,0,3,0,0
Provincia de Buenos Aires,3/11/20,1,0,0,4,0,0
Provincia de Buenos Aires,3/12/20,3,0,0,7,0,0
Provincia de Buenos Aires,3/13/20,1,0,0,8,0,0
Provincia de Buenos Aires,3/14/20,0,0,0,8,0,0
Provincia de Buenos Aires,3/15/20,1,0,0,9,0,0
Provincia de Buenos Aires,3/16/20,1,0,0,10,0,0
Provincia de Buenos Aires,3/17/20,1,0,0,11,0,0
Provincia de Buenos Aires,3/18/20,6,0,0,17,0,0
Provincia de Buenos Aires,3/19/20,15,0,0,32,0,0
Provincia de Buenos Aires,3/20/20,9,0,1,41,0,1
Provincia de Buenos Aires,3/21/20,15,1,0,56,1,1
Provincia de Buenos Aires,3/22/20,8,0,0,64,1,1
Provincia de Buenos Aires,3/23/20,5,0,0,69,1,1
Provincia de Buenos Aires,3/24/20,30,1,0,99,2,1
Provincia de Buenos Aires,3/25/20,30,0,0,129,2,1
Provincia de Buenos Aires,3/26/20,27,2,14,156,4,15
Provincia de Buenos Aires,3/27/20,36,0,0,192,4,15
Provincia de Buenos Aires,3/28/20,8,1,0,200,5,15
Provincia de Buenos Aires,3/29/20,16,0,0,216,5,15
Provincia de Buenos Aires,3/30/20,36,2,0,252,7,15
Provincia de Buenos Aires,3/31/20,17,0,0,269,7,15
Provincia de Buenos Aires,4/1/20,10,2,0,279,9,15
Provincia de Buenos Aires,4/2/20,36,2,0,315,11,15
Provincia de Buenos Aires,4/3/20,22,3,0,337,14,15
Provincia de Buenos Aires,4/4/20,26,1,39,363,15,54
Provincia de Buenos Aires,4/5/20,33,1,0,396,16,54
Provincia de Buenos Aires,4/6/20,12,2,0,408,18,54
Provincia de Buenos Aires,4/7/20,34,4,0,442,22,54
Provincia de Buenos Aires,4/8/20,34,1,0,476,23,54
Provincia de Buenos Aires,4/9/20,28,7,17,504,30,71
Provincia de Buenos Aires,4/10/20,19,1,0,523,31,71
Provincia de Buenos Aires,4/11/20,37,4,0,560,35,71
Provincia de Buenos Aires,4/12/20,28,4,0,588,39,71
Provincia de Buenos Aires,4/13/20,29,2,0,617,41,71
Provincia de Buenos Aires,4/14/20,66,2,0,683,43,71
Provincia de Buenos Aires,4/15/20,62,1,0,745,44,71
Provincia de Buenos Aires,4/16/20,30,0,0,775,44,71
Provincia de Buenos Aires,4/17/20,34,3,0,809,47,71
Provincia de Buenos Aires,4/18/20,31,2,0,840,49,71
Provincia de Buenos Aires,4/19/20,48,1,0,888,50,71
Provincia de Buenos Aires,4/20/20,42,8,0,930,58,71
Provincia de Buenos Aires,4/21/20,60,4,0,990,62,71
Río Negro,1/22/20,0,0,0,0,0,0
Río Negro,1/23/20,0,0,0,0,0,0
Río Negro,1/24/20,0,0,0,0,0,0
